40.2	-74.85	0.5357142857142857
40.2	-74.75	0.5652173913043478
40.2	-74.8	0.5049019607843137
40.15	-74.8	0.6
40.25	-74.7	0.5
40.3	-74.7	0.625
40.25	-74.8	0.39444444444444443
40.25	-74.75	0.6666666666666666
40.1	-74.9	0.6666666666666666
40.45	-74.3	0.45
40.65	-74.0	0.5120089072689678
40.8	-73.95	0.5050006494349916
40.8	-73.9	0.499031007751938
40.7	-74.0	0.5009137055837564
41.9	-87.7	0.49044585987261147
41.85	-87.75	0.4820261437908497
41.85	-87.7	0.5355731225296443
42.05	-88.05	0.47619047619047616
41.75	-87.9	0.5
38.15	-84.9	0.5838709677419355
38.15	-84.95	0.5
39.1	-84.5	0.575
40.05	-83.0	0.4727626459143969
39.95	-83.05	0.4844961240310077
39.8	-83.15	0.0
39.5	-83.85	1.0
39.35	-84.2	0.25
38.5	-84.6	1.0
38.35	-84.6	1.0
38.15	-84.65	0.5
43.8	-79.25	0.5449438202247191
43.75	-79.35	0.4875
43.75	-79.45	0.525
43.8	-79.35	0.5625
43.75	-79.4	0.6
37.5	-77.5	0.48322683706070285
37.5	-77.45	0.5238095238095238
37.55	-77.5	0.5054054054054054
37.45	-77.55	0.5299401197604791
37.45	-77.6	0.49074074074074076
38.15	-79.05	0.0
41.5	-95.9	0.33333333333333337
41.55	-95.95	0.875
41.5	-95.95	0.5
41.25	-95.8	0.33333333333333337
41.35	-95.9	0.0
34.2	-118.65	0.5531914893617021
30.35	-91.15	0.5192307692307693
30.4	-91.1	0.5251396648044693
30.4	-91.15	0.5615384615384615
30.35	-91.1	0.4117647058823529
41.2	-85.9	0.7
41.2	-85.85	0.45454545454545453
41.25	-85.85	0.8125
41.25	-85.9	0.6
41.4	-86.4	0.5
33.55	-84.3	0.4568965517241379
33.55	-84.35	0.4926289926289926
33.75	-84.45	0.4931950745301361
33.6	-84.3	0.7777777777777778
33.6	-84.4	0.4166666666666667
39.65	-79.9	0.4568965517241379
36.3	-86.45	0.3888888888888889
36.35	-86.5	0.09999999999999998
36.35	-86.45	0.2857142857142857
36.3	-86.7	0.6428571428571428
36.2	-86.8	0.45454545454545453
36.1	-86.8	0.484375
26.15	-80.15	0.47435897435897434
26.35	-80.1	0.4411764705882353
26.25	-80.1	0.3076923076923077
26.1	-80.15	0.47761194029850745
25.95	-80.25	0.5135623869801085
25.75	-80.2	0.5308988764044944
26.1	-80.2	0.5102040816326531
26.25	-80.15	0.6
33.9	-117.35	0.2857142857142857
33.9	-117.2	0.5114942528735632
33.9	-117.25	0.5222222222222223
33.85	-117.35	0.5
33.9	-117.3	0.5496031746031746
33.9	-117.15	0.4230769230769231
38.9	-77.05	0.4923224568138196
38.7	-77.15	0.4322916666666667
37.25	-77.4	0.5573770491803278
37.15	-77.35	0.5
37.2	-77.4	0.521505376344086
40.6	-73.95	0.5107009621048498
29.65	-95.65	0.521186440677966
29.5	-95.55	0.4713656387665198
29.65	-95.7	0.43023255813953487
29.65	-95.6	0.5805084745762712
29.55	-95.6	0.45
29.6	-95.55	0.5107296137339056
29.45	-95.45	0.0
29.7	-95.65	0.5139211136890951
29.5	-95.5	0.4226190476190476
29.5	-95.4	0.625
29.55	-95.4	0.553030303030303
29.55	-95.65	0.5714285714285714
32.3	-90.25	0.5076335877862596
33.15	-87.6	0.3225806451612903
33.2	-87.55	0.5625
33.2	-87.6	0.5588235294117647
33.15	-87.3	0.4864864864864865
26.2	-80.2	0.5036231884057971
39.95	-75.3	0.48161764705882354
40.6	-74.05	0.4896265560165975
40.6	-74.0	0.5155709342560554
25.6	-80.4	0.45161290322580644
25.55	-80.4	0.49696969696969695
25.6	-80.35	0.6041666666666666
25.65	-80.45	0.5735294117647058
41.45	-81.55	0.46904761904761905
41.45	-81.6	0.49803149606299213
41.5	-81.45	0.47619047619047616
41.3	-81.4	0.75
41.15	-73.2	0.48950381679389315
41.2	-73.2	0.5
41.15	-73.15	0.5708661417322834
33.75	-84.4	0.49857617465590887
30.05	-96.05	0.45738636363636365
41.35	-83.65	0.44554455445544555
41.55	-83.7	0.6363636363636364
41.4	-83.65	0.49038461538461536
41.55	-81.6	0.5073529411764706
41.5	-81.6	0.4978448275862069
41.65	-81.4	0.4642857142857143
41.55	-81.55	0.45987654320987653
41.4	-81.85	0.5227272727272727
33.6	-84.45	0.5245901639344263
33.85	-84.5	0.4893939393939394
38.8	-77.1	0.49328859060402686
38.85	-77.25	0.25
38.75	-77.15	0.3787878787878788
38.8	-77.15	0.5040650406504065
38.9	-77.15	0.45454545454545453
38.85	-77.05	0.5048262548262549
38.85	-77.1	0.4692028985507246
40.7	-74.05	0.5038907141621995
39.0	-77.1	0.4662921348314607
26.2	-80.25	0.4879518072289157
26.0	-80.2	0.39743589743589747
25.9	-80.25	0.48973880597014924
40.75	-73.6	0.4924170616113744
